"","user","tweet","HCCA_category","true_label","HCCA_label","true_category"
"679","jwilker","@brando you missed out, like meeting bill gates, or Steve Jobs... Wait, Ryan has already done one of those :)","Junk",1,1,"Junk"
"680","kellysims","@ReTodd I hear ya. For me, it's more like 9-3 then 8-11. But then, how many day jobs let you take off to walk your kid home from school? :)","Personal",5,5,"Personal"
"681","ebruhwiler","RT @VisualEffectsSo: 20 Companies, 200+ Jobs, 1 Day, 1 Location, VES Career Fair & Workshop Tomorrow!","Personal",2,5,"Advertisement"
"682","mom2twinsplus1","But, mom! Everyone&#8217;s doing it!: I went on a quest to apply for more jobs today. Apparently i.. http://tinyurl.com/6jebv9","Other",5,4,"Personal"
"683","IamBday","I'm thankful at least 1 of 2 jobs has AC.  #sweating. Also, I don't think I understand hashtags","Personal",5,5,"Personal"
"684","stevesaunders","A successful day. Good ride in the sun, DIY jobs done. Not sure B&Q staff were too impressed with my trolley surfing this morning though.","Personal",5,5,"Personal"
"685","scubbafcknsteve","RT @Butter_3Stacks: “@scubbafcknsteve: She got to her own house She got her own car Two jobs work hard you a bad broad!!!”","Junk",5,1,"Personal"
"686","CareerAndBizOps","CS Wind begins hiring for Windsor plant: Along with the managerial and engineering jobs, the Monster.ca ad asks ... http://bit.ly/eS3ZaB","Advertisement",2,2,"Advertisement"
"687","JAGNATION_75","Yo Mr. Jobs you see I’m a Mac, but I’m rollin’ deep like Adele. #Macadelic","Junk",1,1,"Junk"
"688","JessicaLynne5","Hoooooping that I get one of the PD jobs I applied for so I can move out...","Personal",5,5,"Personal"
"689","GetDanceJobs","Sales Assistant For A Dance Company - Newport Beach, CA (http://tinyurl.com/czqo6r) Get Dance Jobs","Advertisement",2,2,"Advertisement"
"690","keithdsouza","2500 Lehman Bros employees to lose jobs in India http://tinyurl.com/4jn3gx","Other",3,4,"News/Politics"
"691","neilpX","RT @812whoops: @TreborGray When u work 2  and  3 jobs I could see ppl giving up. Go in Walmt and see desperation and depression of workers.","Personal",5,5,"Personal"
"692","MicheleAHarris","RT @TiaoTweets: we're hiring a Communications Coordinator (Canada Summer Jobs) please share! http://t.co/d9wSEK0w6m #tourism #opportunity","Other",2,4,"Advertisement"
"693","lauraleeirish","RT @Papatul: Let's Not Forget The Brave Wisconsin Republicans Who Have Done Their Jobs In Spite Of Death Threats. Kudos Guys, You've Mad ...","Personal",3,5,"News/Politics"
"694","Fayetteville_Wk","Fayetteville Jobs: Hourly Restaurant Managers: McDonald's - Fayetteville, NC - This is it.It's... http://t.co/RhtM9hpw #Jobs","Advertisement",2,2,"Advertisement"
"695","conniebrimmer","Daddies & mommies need jobs to take care of their own children.","Personal",5,5,"Personal"
"696","kevinSuttle","@eclecticdan saves the day yet again, despite AT&T dropping an EXTREMELY important call 3 times in 20 min. Not even Steve Jobs can do that.","Junk",1,1,"Junk"
"697","Ross917Griffith","@MrsZiggy1988 @superckook @SEveningstar @BletchTheWalrus @emancipation212 @ross917  Have you heard not his fault. Obama sent jobs to China.","News/Politics",3,3,"News/Politics"
"698","FinanceBuzz","Published a new post: Socialized garbage to cost jobs ( http://tinyurl.com/6lczjb )","Other",3,4,"News/Politics"
"699","ZuluJobsSD","SD Jobs | Beautiful South Dakota! Otolaryngologist Needed in Growing City! at Hospital Dream J... http://bit.ly/7F7dQB #Job #Hiring #SDJobs","Advertisement",2,2,"Advertisement"
"700","NOTbloombergbiz","Dollar Falls to Two-Month Low Against Euro on ADP Jobs Report - Bloomberg: Dollar Falls to Two-Month.. http://tinyurl.com/3nscq6","Other",3,4,"News/Politics"
"701","JobsPlay","New US Jobs Vacancy: Regional Sales Manager at Prudential in Pennsylvania, US http://t.co/k6MeIFK6","Advertisement",2,2,"Advertisement"
"702","maiarice","DLR casting. Surprisingly no jobs to be had!","Personal",5,5,"Personal"
"703","booknerd","awake and wondering what to do with my day. chuck is out of town, i'm done applying for jobs, possibilities are endless...","Personal",5,5,"Personal"
"704","cr8f","Get a grip-Walker just borrowed $2 billion &amp; signed vaginal probes while we're 44th in jobs @VictorB123: @cr8f Nope.  Budget is balanced","Personal",3,5,"News/Politics"
"705","PeterMcCay","#HSBC to axe 30,000 jobs despite pre-tax profits rise: http://t.co/1cVm38P via @addthis","Other",3,4,"News/Politics"
"706","chasermccurdy","There Are Only Four Jobs in the Whole World – Are You in the Right One? - For the past 30 years my company... http://t.co/kAQdKakQHn","Other",4,4,"Other"
"707","kittypeach","RT @thinkprogress NEW POLL: 62% say creating jobs should be the priority, 29% say cutting spending http://thkpr.gs/pG4Hcr &lt;&lt;JOBS!!!","Other",3,4,"News/Politics"
"708","solarmaandpa","Robots Challenge Green Jobs | Atlas Solar Solutions http://tinyurl.com/kouoyo","Other",4,4,"Other"
"709","InTown_CHS","RT @ECCO_Charleston: Job Fair tomorrow at @tridenttech Mt P campus. Apply for jobs on-site! @cpjobs @MAU_Charleston http://t.co/QOuILFQhke","Other",2,4,"Advertisement"
"710","2dialogue","RT @grossdm: From 1/01 through 12/08 -- the Bush years -- private sector added 156,000 jobs. From 1/09 through 11.13 -- private sector adde…","Personal",3,5,"News/Politics"
"711","AIOneStaffing","Florence Jobs SALES ASSISTANT-EXP IN CLERICAL AND COMPUTER(MICROSOFT OFFICE) STRONG ORGANIZATION AND TIME... http://t.co/dTudTCioOX","Other",2,4,"Advertisement"
"712","NYTNational","Jobs at Risk After Scandal at Juvenile Facility http://tinyurl.com/yq9ckw","Other",3,4,"News/Politics"
"713","ync1994","RT @Demos4Congress: Spanish unemployment hits record of almost 25%. Remember how ""green jobs"" were going to save them? Why doesn't Obama ...","News/Politics",3,3,"News/Politics"
"714","desinformado","Apple success linked to more than just Steve Jobs http://macevangelism.com?p=7961","Junk",1,1,"Junk"
"715","CubeClips","International Development Jobs - Human Resources Analyst (Case ... http://bit.ly/ax1HHX","Other",2,4,"Advertisement"
"716","TainaMcQueen","Hookin ma girl upp wit some modeling jobs dat I can't do cuz I'm not 5""8 and up :: so ima give dem ALLLL TOO HER : I'm DOING A GOOD DEED LOL","Personal",5,5,"Personal"
"717","LucasGarvin","Apple gives minimal disclosure about Jobs' health: NEW YORK     (AP) -- Steve Jobs is the p... http://bit.ly/e98bN4 Follow Me On Twitter","Junk",1,1,"Junk"
"718","You_Decide","The US manufacturing economy is hollowed out. First jobs went to low wage states, then to low wage countries.","Personal",3,5,"News/Politics"
"719","CareerAndBizOps","Navy Federal Credit Union Jobs Forum - Cover Letter Contact ...: Cover Letter Contact Information and Interview ti... http://bit.ly/ajKWek","Advertisement",2,2,"Advertisement"
"720","yiywstk","Apple shares drop on Jobs&#39; health | Stock Market News - Business ... http://surl.name/7du0","Junk",1,1,"Junk"
"721","EndlesGamingBox","GTA Online Rockstar Verified Jobs Update: 10 New Additions by Power Users &amp; Collaborative Crews: When we find ... http://t.co/JZMm7IvdV2","Other",4,4,"Other"
"722","Norcross_Jobs","Norcross Jobs: Dir - Service Delivery -Norcross/Augusta/Charlotte at ADP (Norcross, GA): Job Title: Dir -... http://dlvr.it/6TJ3D #Jobs","Advertisement",2,2,"Advertisement"
"723","nursehartley1","#RenewUI , THERE IS NO REASON WE SHOULD HAVE LOST EVERYTHING, GOT FORECLOSED UPON, EVICTED, BAD ENOUGH WE LOST OUR JOBS,LTPPL CANT FIND WORK","Personal",5,5,"Personal"
"724","jamesbritton","Motorola in cork to announce plant closure today, will eliminate 330 jobs","Personal",3,5,"News/Politics"
"725","DJ_Lexus78","Changed jobs recently so I haven't had a day off in 6 weeks!  Good thing it's gloomy out, trying to catch up on life and clean out my inbox.","Personal",5,5,"Personal"
"726","Yo_Gabba_Gabba2","I'm done with these little part time jobs! I want a real career now!","Personal",5,5,"Personal"
"727","AmbCartwright15","RT @holliflatley: @AmbCartwright15 i smoked weed with steve jobs, and thats when he came up with the ipad","Junk",1,1,"Junk"
"728","sharkytowers","@Hunter I couldn't agree more.  Time Capsule blows goats.  I'm personally going to challenge Steve Jobs to a duel because of it.","Junk",1,1,"Junk"
"729","Tucson_JobAds","Now Hiring: Pharmacist Job-Inpatient-Local-4/10's-Contract-AZ http://t.co/xm3fL5M3JU Jobs","Junk",2,1,"Advertisement"
"730","CareerAndBizOps","Work at home jobs - scams: Are there any work at home jobs that are not a scam? Im trying to find something I ca... http://bit.ly/gPF2hC","Advertisement",5,2,"Personal"
"731","ian_hocking","Drawing up a list of IT jobs for next week. No. 1: Sort out the security on my wireless lan.","Personal",5,5,"Personal"
"732","_benng","How Technology Is Destroying Jobs - http://t.co/5avYIO8Rjy","Other",4,4,"Other"
"733","JennEscalona","RT @FreelanceWJ: Here are some freelance writing jobs - good luck!  http://bit.ly/Db8Eh  #writing #jobs","Advertisement",2,2,"Advertisement"
"734","IMPOmag","Unemployment fell to 8.9 percent with new jobs. No doubt #manufacturing played a role in that: http://bit.ly/ib31oH","Other",3,4,"News/Politics"
"735","JobsElPaso","El Paso Jobs Customer Care Associate - El Paso area - Empire Today -  El Paso, TX: Be part of our excitement  B... http://bit.ly/ifURGW","Advertisement",2,2,"Advertisement"
"736","GetLandscapJobs","Landscape Floral Culturist - Carmel, IN (http://tinyurl.com/ya8gktm) Get Landscaping Jobs #Landscaping #46032 #jobs","Advertisement",2,2,"Advertisement"
"737","jessiewonka","Wow, DHL kills of domestic shipping, 10,000 jobs cut.","Personal",3,5,"News/Politics"
"738","D_Teflon_Don","RT @nastradamus20: RT @ImTracyMorgan: Weed, drugs, clothes, and ""swag"" does NOT make you a boss. Diplomas, degrees, and jobs do.","Personal",5,5,"Personal"
"739","davideckoff","@AndersonCooper Some of your Tweets, I'd say there's no way CNN would be happy with... I say this is a fake. Like ""Fake Steve Jobs"".","Junk",1,1,"Junk"
"740","forddent","@TinyLurial @a_hat Aw, you're just sayin' that so I don't notice you stealing my jobs.","Personal",5,5,"Personal"
"741","RichardAult","""You are already naked, there is NO reason not to follow your heart""  Steve Jobs","Junk",1,1,"Junk"
"742","digg_tech","Open Letter To Steve Jobs: Please Build The Missing Mac : http://tinyurl.com/3dre6t","Junk",1,1,"Junk"
"743","traceyselkirk","Ken Coran ""Let us do our jobs and bargain our agreements."" Sam Hammond ""There is no education Premier.""","Personal",5,5,"Personal"
"744","TeodorGareth","$CAHS The Job After Steve Jobs http://t.co/u9PdPfiQOt","Junk",1,1,"Junk"
"745","TaraBluth","How to find employers with jobs for 15 year olds http://dld.bz/j5JP","Other",4,4,"Other"
"746","IamButton","@PKthecat Good point. Yeah, sometimes when I am on a wildebeest hunt, I break twitter too.  Workin is good - not all of us have jobs!  XO","Personal",5,5,"Personal"
"747","0h_Lauren","Applied for 4 jobs in 1 hour! Fingers crossed!","Personal",5,5,"Personal"
"748","liamorgan","Using LinkedIn's ""Companies"" feature...very nice dashboard on the background of companies, linking to employees, vital stats, jobs posted...","Personal",5,5,"Personal"
"749","_itsKrizzybaby","@Mz_Deuce_Deuce I would come today but I work both jobs... I'll be over some time this week.","Personal",5,5,"Personal"
"750","Arvada_Jobs_CO","Arvada Jobs: Assembly Technician: Volt - Arvada, CO - Assembly Technicians Wanted! Volt Work... http://t.co/3QkcOGrmTT #Jobs #ArvadaJobs","Advertisement",2,2,"Advertisement"
"751","kevinmarks","Steve Jobs WWDC keynote in chapters:  http://tinyurl.com/28zp3q","Junk",1,1,"Junk"
"752","jonhuff","RT @M3lissaMcDonald: Weed, alcohol, clothes and ''swag'' does NOT make you a boss. Diplomas, degrees and jobs do.","Personal",5,5,"Personal"
"753","MSalsitz","Red Governors, Green Jobs: Could 2013 be the Turning Point for Clean Energy? http://t.co/i0xWECrg","Other",3,4,"News/Politics"
"754","Nursing_Job","Nurse Jobs: MDS - RN Job: Nursing Registered Nurse/Staff Nurse (RN) at HCR ManorCare in TX http://t.co/nWJHbzuc #nurse #job","Advertisement",2,2,"Advertisement"
"755","davidkreutz","@mccook2002 Or air plane machinists whose jobs get cut and shipped overseas to cheaper, less regulated labor.","Junk",3,1,"News/Politics"
"756","danielscheffler","RT @nytimes: Even having 2 jobs is no guarantee against homelessness in NYC http://t.co/WRaCYvuhjs","Other",4,4,"Other"
"757","_80sbaby","@JaypeeGotStacks shid nigga we had to jobs","Personal",5,5,"Personal"
"758","aftercapitalism","A Right-Wing Jobs Program for America: To Apply, Just Go Directly to Jail:                                      ... http://bit.ly/qIk1S5","Other",4,4,"Other"
"759","CEOblackswan","You ask creative people how they did something,they feel a little guilty because they didn’t really do it,they just saw something.Steve Jobs","Junk",1,1,"Junk"
"760","Albany_Jobs_US","Albany Jobs: Marketing Internship: Times Union Center - Albany, NY - The Times Union Center offers... http://dlvr.it/cFl1P #Jobs #Albany","Advertisement",2,2,"Advertisement"
"761","neoblog","stop being a twit about twitter article inspired me to twit about everything... (drinking coffee now) answering emails and bidding jobs","Personal",5,5,"Personal"
"762","TeeMonster","is watching Mike Rowe being turned into a zombie on Dirty Jobs.","Junk",1,1,"Junk"
"763","Trap_Jesus","is watchin' the worst rap battle of all-time...these niggas are fuckin' horrible.  I hope they got day jobs smh","Personal",5,5,"Personal"
"764","connorstrozza","@gregoire_14 the worst especially when you work 2 jobs","Personal",5,5,"Personal"
"765","passthewealth","Legitimate Work From Home Jobs For You. Listing them here is not possible.. http://tinyurl.com/44qg9l","Other",2,4,"Advertisement"
"766","Bay_Area_Jobs","Now Hiring: Business Analyst Intern - Data Center Track http://bit.ly/a8y0Nl Jobs","Advertisement",2,2,"Advertisement"
"767","abnerg","RT @rhappeRT @CommunispaceCEO: Communispace JOBS: 10 openings, many of which are newly posted (mostly in Boston)! http://bit.ly/4cJdcm","Other",2,4,"Advertisement"
"768","aepette","Support pours in for Weyburn, Sask., waitresses who lost jobs - Saskatchewan - CBC News http://t.co/HiSCYWYluL","Other",3,4,"News/Politics"
"769","heyMcGarry","Commercial airliner named in honor of Steve Jobs http://t.co/YEhMzUSD","Junk",1,1,"Junk"
"770","GrandRapidsJob_","#GrandRapids #Jobs Trucking Jobs: Wyoming Owner operators needed asap! Provide the best dispatch team with the... http://t.co/HWHOWoUXzw","Advertisement",2,2,"Advertisement"
"771","kellijobowles","It's a good thing I don't have a boyfriend. I'm working two jobs and I never have time for myself. #TeamSingle","Advertisement",5,2,"Personal"
"772","Alethiabg44","New post: Usually are presently there any jobs in Madera? http://t.co/0v8hxlrz","Other",2,4,"Advertisement"
"773","humancell","I'm looking to hire a local PHP developer to join our team ... Anyone interested contact me ASAP ... Jobs (at) ScintillaCommunications.com","Personal",2,5,"Advertisement"
"774","JobsSanAntonio","San Antonio Jobs Call Center Representative (2009) - Security Service Federal Credit Union - San.. http://tinyurl.com/lrgyuv","Advertisement",2,2,"Advertisement"
"775","NewZealandJobs2","Consultant Quantity Surveyor - Christchurch - Jobs in New Zealand - http://t.co/Rb8oX2Yo","Advertisement",2,2,"Advertisement"
"776","GO2UKJobs","GO2UK Jobs: Learning Support Assistant for lovely SEN School, Birmingham:  http://bit.ly/d98TI8 #Jobs","Advertisement",2,2,"Advertisement"
"777","nullpoint","@willrad We don't want any of that foreign booze taking jobs away from hard working Carolina booze.","Personal",3,5,"News/Politics"
"778","Grrrrr_AhhhFuck","@YoungCece103 lmrao bt ii got two jobs & go to skool iim jus Savin to get my own shyt & get out my bro apartment so deez hoes kan wait 4 me","Personal",5,5,"Personal"
"779","jes523","Up early again. Grocery shopping and homework and the jobs of the day.","Personal",5,5,"Personal"
"780","danielpunkass","Wishes he had some 2-week jobs that turned out to be already done :) ","Personal",5,5,"Personal"
"781","Kingman_Jobs","Kingman Jobs: Pizza Hut Team Member: Pizza Hut - Kingman, AZ - Working at Pizza Hut? is about making hungry... http://t.co/rsMqhIcD #Jobs","Advertisement",2,2,"Advertisement"
"782","AdsInPakistan","JOBS &amp; OTHER ADS IN PAKISTAN: News... http://t.co/QIfA8e7f47","Other",2,4,"Advertisement"
"783","0investor","Credit Jobs Iowa | Posteezy: Credit Jobs Iowa &gt;&gt;&gt; Credit Jobs Iowa &lt;&lt;&lt; &gt;&gt;&gt; Click her.. http://bit.ly/9KUzqd","Other",2,4,"Advertisement"
"784","AlishaEvinger","Jobs reportedly wanted Compaq to license Mac OS  http://t.co/r7i58MZm","Junk",1,1,"Junk"
"785","rubibo8","http://t.co/A0appzYx Bank Jobs ? Resume Writing For Banking Sector","Other",4,4,"Other"
"786","DmitriGunn","@Alexa I'm humbled by your kind words and hope to one day encourage Steve Jobs to consider dress casual options besides mock turtlenecks.","Junk",1,1,"Junk"
"787","Alexa","Stressing unnecessarily about grad school, apartments, jobs, and umm...adulthood?!   ","Personal",5,5,"Personal"
"788","mesasudjai","Jobs For 16 Year Olds – Who’s Hiring Right Now?: Senior Care Services In Evansville Turning sixteen opens up a w... http://bit.ly/mh4YXE","Other",2,4,"Advertisement"
"789","LouisAndrews9","RT @benspeech: Ah that's why the Apple logo is only half an apple! &gt; “@UberFacts: Steve Jobs was dyslexic.”","Junk",1,1,"Junk"
"790","sarahishiring","High-tech industry shed nearly 250000 jobs in 2009 http://bit.ly/bXK4Rj","Other",3,4,"News/Politics"
"791","GetReceptioJobs","MEDICAL ASSISTANT - Atlanta, GA (http://tinyurl.com/2csab55) Get Receptionist Jobs #Receptionist #30303 #jobs","Advertisement",2,2,"Advertisement"
"792","haruszpapa","current.tv: supernews...gates vs jobs...awesome!","Junk",1,1,"Junk"
"793","TravelManager1","Tourism and #Economy Saudi- Tourism sector to employ 462,000: (MENAFN - Arab News) The number of jobs in the t... http://t.co/dq7ybeHpE4","Other",3,4,"News/Politics"
"794","magneda2","Reuters: GE Capital to cut up to 11,000 jobs: report: NEW YORK (Reuters) - General Electric Co's GE Capi.. http://tinyurl.com/7o5d7g","Other",3,4,"News/Politics"
"795","price_laborecon","RT @escapetochengdu: Women are 50% more likely to work in the public sector. 18.2% of ALL women work in public sector jobs. #1u #statesos","Personal",4,5,"Other"
"796","A5Whatever","#10: Steve Jobs: Steve Jobs by Walter Isaacson 161 days in the top 100 (1116) Buy new: $35.00 $17.49 196 used & new... http://t.co/4fTrphHp","Junk",1,1,"Junk"
